timestamp,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y,is_fixation
1738136682049.876,766,660,569,687,False
1738136682076.649,761,644,565,676,False
1738136682109.648,749,630,559,664,False
1738136682144.0771,743,615,552,656,False
1738136682178.0889,731,601,545,646,False
1738136682210.185,721,592,537,639,False
1738136682244.8599,709,583,529,634,False
1738136682277.122,699,572,521,627,False
1738136682311.312,681,562,517,617,False
1738136682342.7761,678,549,518,605,False
1738136682377.096,685,538,515,599,False
1738136682410.547,679,534,516,593,False
1738136682443.028,676,531,513,592,False
1738136682478.7798,676,531,515,592,False
1738136682509.4001,673,537,513,598,False
1738136682543.445,674,543,512,601,False
1738136682578.188,675,546,506,609,False
1738136682609.835,671,548,509,610,False
1738136682644.926,671,547,508,609,False
1738136682676.809,673,544,510,608,False
1738136682710.741,673,543,511,607,False
1738136682743.329,678,542,514,606,False
1738136682777.282,677,542,512,608,False
1738136682810.415,675,547,510,613,False
1738136682843.1758,675,552,507,619,False
1738136682877.16,673,557,510,622,False
1738136682910.29,674,560,506,626,False
1738136682943.753,676,559,508,626,False
1738136682977.579,680,558,506,626,False
1738136683009.987,679,555,508,625,False
1738136683044.5618,680,555,511,625,False
1738136683076.721,679,557,511,625,False
1738136683113.2002,673,562,508,629,False
1738136683143.806,672,571,506,637,False
1738136683177.061,668,576,499,644,False
1738136683209.65,667,574,502,646,False
1738136683242.7039,668,575,503,645,False
1738136683276.521,674,571,503,644,False
1738136683309.792,679,570,508,640,False
1738136683344.713,690,569,512,642,False
1738136683376.9548,692,573,518,641,False
1738136683410.5361,692,578,520,643,False
1738136683443.1008,689,584,515,650,False
1738136683476.234,690,590,513,656,False
1738136683509.4778,685,593,515,657,False
1738136683542.481,684,593,511,659,False
1738136683577.013,683,592,510,660,False
1738136683609.829,683,590,508,659,False
1738136683645.716,681,588,508,656,False
1738136683676.118,678,584,506,654,False
1738136683709.461,689,575,510,647,False
1738136683743.319,684,567,509,642,False
1738136683777.418,685,563,511,634,False
1738136683810.856,683,551,507,626,False
1738136683844.5361,682,541,510,614,False
1738136683878.826,676,528,509,604,False
1738136683913.706,673,526,509,598,False
1738136683943.0552,674,521,511,591,False
1738136683976.064,674,518,512,589,False
1738136684009.1982,671,518,511,588,False
1738136684043.7778,669,516,511,586,False
1738136684077.656,667,514,509,588,False
1738136684110.882,667,516,509,587,False
1738136684142.545,665,517,509,589,False
1738136684177.096,667,519,508,588,False
1738136684208.9897,666,522,504,590,False
1738136684244.269,664,524,503,594,False
1738136684277.125,666,528,504,596,False
1738136684309.2349,668,534,503,605,False
1738136684343.3652,671,539,503,613,False
1738136684375.647,665,546,503,620,False
1738136684410.136,663,553,503,624,False
1738136684444.4438,659,560,506,628,False
1738136684476.801,657,568,503,639,False
1738136684510.502,664,576,502,648,False
1738136684542.367,660,584,501,658,False
1738136684577.3352,664,590,498,663,False
1738136684608.9192,661,594,497,666,False
1738136684643.286,661,594,495,667,False
1738136684676.4731,659,597,494,667,False
1738136684708.7861,661,600,493,672,False
1738136684743.827,662,605,493,678,False
1738136684775.442,665,605,494,680,False
1738136684809.665,665,607,493,683,False
1738136684842.206,663,606,492,683,False
1738136684875.5159,659,605,489,681,False
1738136684908.842,654,605,485,681,False
1738136684942.2368,655,605,487,678,False
1738136684978.533,658,605,488,680,False
1738136685009.69,662,604,488,679,False
1738136685048.713,656,604,488,677,False
1738136685075.267,654,599,487,673,False
1738136685109.157,652,598,483,674,False
1738136685142.3628,649,598,483,674,False
1738136685180.2449,647,604,475,682,False
1738136685209.6692,643,610,476,689,False
1738136685242.4167,642,613,474,692,False
1738136685276.516,642,613,475,691,False
1738136685310.028,640,611,474,689,False
1738136685341.914,638,608,473,687,False
1738136685375.5698,639,608,472,684,False
1738136685409.021,639,606,474,687,False
1738136685442.7258,638,609,473,688,False
1738136685475.315,640,610,473,690,False
1738136685510.277,639,610,471,690,False
1738136685548.5051,636,609,470,689,False
1738136685575.04,635,612,469,692,False
1738136685609.255,635,617,474,694,False
1738136685641.6362,639,617,471,697,False
1738136685677.124,638,617,480,696,False
1738136685709.123,640,612,475,693,False
1738136685742.696,646,605,475,687,False
1738136685775.452,641,604,477,685,False
1738136685808.8892,641,605,474,691,False
1738136685842.0842,643,610,477,694,False
1738136685875.239,643,617,478,696,False
1738136685908.979,644,618,476,698,False
1738136685942.063,640,618,475,695,False
1738136685975.8567,637,613,473,691,False
1738136686007.9282,633,613,470,693,False
1738136686042.305,633,616,459,701,False
1738136686075.1292,631,621,459,706,False
1738136686108.136,631,624,456,706,False
1738136686142.431,631,624,461,710,False
1738136686175.263,628,624,460,706,False
1738136686209.048,626,626,453,707,False
1738136686241.837,625,627,455,708,False
1738136686275.022,628,633,456,708,False
1738136686308.645,630,635,458,718,False
1738136686341.753,630,636,444,707,False
1738136686376.415,632,634,447,706,False
1738136686408.485,631,631,439,695,False
1738136686442.483,629,629,461,710,False
1738136686475.491,625,632,455,711,False
1738136686508.597,629,636,451,708,False
1738136686542.367,633,638,455,710,False
1738136686574.767,633,639,446,711,False
1738136686609.532,636,640,456,714,False
1738136686641.365,635,642,470,714,False
1738136686675.801,635,647,464,712,False
1738136686708.27,637,653,447,712,False
1738136686742.671,641,657,434,699,False
1738136686775.44,644,663,435,699,False
1738136686809.0188,644,668,431,664,False
1738136686842.133,645,667,399,666,False
1738136686874.9858,646,668,416,658,False
1738136686909.496,650,670,401,659,False
1738136686941.731,649,676,423,670,False
1738136686975.1848,650,675,435,669,False
1738136687007.8088,652,674,444,677,False
1738136687041.165,646,671,446,677,False
1738136687074.7522,644,668,437,680,False
1738136687108.381,640,664,446,687,False
1738136687142.205,639,665,453,719,False
1738136687174.842,637,669,453,732,False
1738136687208.097,639,674,456,729,False
1738136687241.385,639,675,452,732,False
1738136687275.1812,641,673,449,730,False
1738136687308.7512,641,668,451,715,False
1738136687341.934,642,669,450,725,False
1738136687375.351,646,672,448,722,False
1738136687411.035,647,675,456,719,False
1738136687440.9148,652,679,464,721,False
1738136687474.804,654,678,460,726,False
1738136687513.944,655,677,460,736,False
1738136687543.388,654,676,467,734,False
1738136687575.042,656,677,462,735,False
1738136687670.732,657,682,470,743,False
1738136687769.7222,661,689,464,742,False
1738136687815.441,660,685,463,737,False
1738136687846.1199,660,689,463,736,False
1738136687875.53,661,691,461,740,False
1738136687911.932,661,694,463,743,False
1738136687939.814,663,693,457,719,False
1738136687974.894,661,693,469,720,False
1738136688016.2493,660,692,465,739,False
1738136688044.5508,658,693,464,752,False
1738136688074.922,658,695,460,755,False
1738136688106.932,659,696,463,751,False
1738136688142.0547,661,695,460,748,False
1738136688173.576,662,695,460,743,False
1738136688210.5479,662,695,458,750,False
1738136688242.2102,661,694,460,751,False
1738136688278.494,664,695,463,754,False
1738136688316.3462,666,695,471,747,False
1738136688339.821,669,691,468,745,False
1738136688374.318,671,686,471,741,False
1738136688409.15,672,680,472,738,False
1738136688441.671,673,677,474,728,False
1738136688475.1501,676,677,476,731,False
1738136688508.8652,678,676,480,723,False
1738136688542.0852,682,674,487,724,False
1738136688573.9797,684,672,488,728,False
1738136688617.311,685,670,489,724,False
1738136688645.3271,684,665,487,726,False
1738136688678.049,685,666,486,726,False
1738136688708.11,685,667,486,724,False
1738136688740.6367,686,668,487,727,False
1738136688775.462,685,668,488,727,False
1738136688807.52,685,670,491,726,False
1738136688840.568,685,668,490,725,False
1738136688874.464,684,667,490,725,False
1738136688908.59,684,669,489,727,False
1738136688943.358,683,667,488,724,False
1738136688973.466,683,668,487,724,False
1738136689019.3237,682,667,485,725,False
1738136689040.158,681,667,487,723,False
1738136689074.811,681,666,484,724,False
1738136689109.2212,682,668,488,723,False
1738136689141.4321,681,669,486,725,False
1738136689180.169,681,669,487,724,False
1738136689207.3313,680,668,485,725,False
1738136689263.2793,681,669,485,724,False
1738136689308.0818,680,668,482,726,False
1738136689340.7349,681,668,488,724,False
1738136689375.0789,684,671,489,724,False
1738136689408.234,685,669,488,726,False
1738136689440.0881,684,669,490,721,False
1738136689474.498,686,670,487,726,False
1738136689507.345,693,672,493,720,False
1738136689544.1301,698,681,492,722,False
1738136689576.3462,705,683,487,721,False
1738136689606.669,706,683,488,718,False
1738136689641.3162,714,688,498,713,False
1738136689674.062,716,687,501,712,False
1738136689707.5222,722,691,508,721,False
1738136689740.4082,728,689,511,708,False
1738136689773.8599,731,693,515,681,False
1738136689807.1448,735,693,520,699,False
1738136689842.6619,740,699,527,693,False
1738136689877.847,742,696,529,706,False
1738136689906.977,742,695,531,707,False
1738136689942.945,745,692,537,707,False
1738136689973.073,750,700,548,718,False
1738136690007.16,751,698,547,721,False
1738136690039.967,753,701,547,718,False
1738136690073.896,757,702,548,717,False
1738136690108.175,756,703,548,719,False
1738136690140.398,755,704,545,723,False
1738136690174.1838,752,709,535,708,False
1738136690206.7468,747,701,533,703,False
1738136690243.042,744,694,535,676,False
1738136690275.448,731,679,530,690,False
1738136690311.548,723,679,524,691,False
1738136690340.447,729,694,512,699,False
1738136690373.853,714,681,516,692,False
1738136690408.077,706,685,506,700,False
1738136690442.578,703,675,503,694,False
1738136690473.3708,704,675,507,693,False
1738136690506.1472,703,686,510,698,False
1738136690540.744,699,672,505,697,False
1738136690577.877,704,677,506,699,False
1738136690609.515,707,673,507,699,False
1738136690642.879,709,679,505,697,False
1738136690673.614,706,679,508,701,False
1738136690707.04,707,682,506,705,False
1738136690739.785,704,674,508,700,False
1738136690772.228,706,674,504,701,False
1738136690806.237,705,676,504,703,False
1738136690838.912,700,672,508,702,False
1738136690874.238,701,676,505,704,False
1738136690907.72,707,677,508,706,False
1738136690939.4187,713,689,506,706,False
1738136690973.4202,709,707,507,725,False
1738136691006.37,704,686,505,708,False
1738136691039.889,701,685,508,715,False
1738136691072.0652,713,685,506,718,False
1738136691107.372,706,708,503,718,False
1738136691138.026,708,698,505,707,False
1738136691174.07,706,692,510,714,False
1738136691205.5417,710,696,508,711,False
1738136691238.2341,708,684,509,715,False
1738136691272.532,715,714,509,734,False
1738136691305.1829,712,701,513,721,False
1738136691339.6978,709,694,506,732,False
1738136691372.8599,708,691,504,724,False
1738136691406.968,708,700,508,722,False
1738136691441.4312,709,697,506,710,False
1738136691517.916,706,683,510,707,False
1738136691539.844,712,702,511,705,False
1738136691591.136,715,707,511,708,False
1738136691642.877,710,684,517,700,False
1738136691672.521,709,682,516,703,False
1738136691706.86,710,684,515,710,False
1738136691739.6902,713,689,512,705,False
1738136691772.974,713,677,514,694,False
1738136691811.256,714,673,516,691,False
1738136691840.3608,729,700,520,700,False
1738136691873.589,721,694,514,708,False
1738136691907.0562,727,715,509,703,False
1738136691941.413,725,710,511,717,False
1738136691973.8481,725,713,515,699,False
1738136692006.13,725,708,514,730,False
1738136692041.649,722,701,512,727,False
1738136692074.8,722,701,510,727,False
1738136692106.15,724,700,512,727,False
1738136692139.237,721,701,513,726,False
1738136692172.844,726,707,514,728,False
1738136692207.1372,725,702,514,719,False
1738136692239.67,725,703,512,722,False
1738136692273.011,726,703,511,723,False
1738136692305.782,725,702,510,720,False
1738136692339.4539,726,702,513,724,False
1738136692373.2249,727,712,513,728,False
1738136692409.843,727,706,515,730,False
1738136692440.822,728,705,518,727,False
1738136692472.687,732,705,522,724,False
1738136692507.256,731,705,522,726,False
1738136692544.2612,733,700,520,713,False
1738136692572.495,732,706,522,722,False
1738136692764.71,730,705,526,724,False
1738136692845.565,733,703,524,731,False
1738136692875.989,737,715,526,737,False
1738136692911.2031,740,721,517,729,False
1738136692942.814,740,715,529,727,False
1738136692974.834,737,715,530,724,False
1738136693006.243,737,707,523,725,False
1738136693037.718,720,693,524,736,False
1738136693072.4512,725,700,526,735,False
1738136693106.1382,724,703,527,733,False
1738136693140.7349,727,696,533,703,False
1738136693172.643,731,686,529,730,False
1738136693207.366,728,698,521,710,False
1738136693238.1492,721,706,527,733,False
1738136693271.1091,723,697,525,716,False
1738136693305.2878,728,701,532,734,False
1738136693338.6108,725,703,528,735,False
1738136693374.233,723,697,525,740,False
1738136693404.275,725,697,530,736,False
1738136693451.1208,721,665,530,720,False
1738136693471.155,726,699,530,737,False
1738136693504.327,724,705,529,742,False
1738136693538.156,723,710,529,745,False
1738136693577.0938,728,709,525,740,False
1738136693609.5723,723,698,527,731,False
1738136693637.6792,726,702,517,733,False
1738136693671.8298,721,692,522,724,False
1738136693704.532,723,706,521,729,False
1738136693737.8618,725,700,523,729,False
1738136693771.3062,732,707,530,721,False
1738136693804.713,731,707,525,736,False
1738136693838.917,723,690,529,727,False
1738136693872.6343,721,690,527,722,False
1738136693906.421,726,696,527,729,False
1738136693937.9019,726,695,531,724,False
1738136693970.9128,722,686,535,725,False
1738136694004.4,729,705,538,712,False
1738136694037.9463,729,701,530,725,False
1738136694072.5352,735,702,528,712,False
1738136694104.8572,727,698,532,719,False
1738136694139.0532,732,694,529,715,False
1738136694171.4421,732,704,529,729,False
1738136694204.656,740,711,530,718,False
1738136694238.036,734,710,536,720,False
1738136694274.2798,736,710,535,730,False
1738136694305.826,738,705,535,732,False
1738136694338.144,736,708,536,742,False
1738136694371.725,737,709,538,740,False
1738136694404.593,736,711,543,748,False
1738136694438.3071,736,689,541,738,False
1738136694471.195,734,685,542,743,False
1738136694504.771,736,711,541,748,False
1738136694538.757,739,719,537,746,False
1738136694571.4949,734,712,545,743,False
1738136694605.321,733,714,536,748,False
1738136694638.3582,735,712,536,746,False
1738136694671.383,736,716,532,744,False
1738136694704.64,733,714,526,740,False
1738136694738.0203,731,721,525,738,False
1738136694774.751,728,727,524,740,False
1738136694804.295,727,712,523,740,False
1738136694838.708,721,710,526,745,False
1738136694871.5498,724,714,524,745,False
1738136694905.308,714,711,524,737,False
1738136694937.716,713,712,524,740,False
1738136694971.118,714,718,527,729,False
1738136695005.018,719,722,519,719,False
1738136695037.556,721,723,521,732,False
1738136695071.518,718,722,519,737,False
1738136695104.406,714,722,517,735,False
1738136695138.102,716,720,516,731,False
1738136695171.0022,716,722,513,740,False
1738136695204.68,717,723,514,745,False
1738136695238.5017,717,726,516,744,False
1738136695271.133,712,721,514,745,False
1738136695305.312,711,719,514,744,False
1738136695342.772,712,720,520,740,False
1738136695370.6501,716,722,511,742,False
1738136695405.626,721,724,512,743,False
1738136695437.2239,720,725,511,745,False
1738136695471.709,718,722,514,740,False
1738136695504.292,716,723,520,738,False
1738136695538.054,717,718,519,735,False
1738136695571.063,717,719,518,739,False
1738136695603.8699,718,719,522,736,False
1738136695637.8848,717,714,521,737,False
1738136695671.272,717,717,524,739,False
1738136695705.024,715,719,518,739,False
1738136695738.083,713,719,519,733,False
1738136695771.801,711,718,514,732,False
1738136695804.3132,707,717,511,740,False
1738136695837.602,707,721,515,733,False
1738136695870.5,710,725,507,734,False
1738136695903.199,708,727,510,731,False
1738136695937.9849,713,726,513,744,False
1738136695971.6711,713,728,508,748,False
1738136696009.2722,714,727,511,743,False
1738136696037.642,714,727,511,740,False
1738136696072.296,714,726,513,750,False
1738136696103.72,709,723,512,743,False
1738136696136.9478,711,727,513,740,False
1738136696220.312,718,725,517,738,False
1738136696307.067,704,719,511,739,False
1738136696382.5322,702,721,513,742,False
1738136696425.3618,705,726,513,744,False
1738136696486.793,714,728,508,753,False
1738136696654.5112,696,726,502,749,False
1738136696717.24,702,730,498,751,False
1738136696792.557,703,731,495,752,False
1738136696854.208,701,718,497,736,False
1738136696877.486,697,708,502,733,False
1738136696915.117,698,708,506,737,False
1738136696946.929,692,705,506,733,False
1738136696978.894,688,704,501,737,False
1738136697012.794,684,702,497,735,False
1738136697045.574,681,699,494,736,False
1738136697077.5503,677,699,491,738,False
1738136697109.666,677,691,490,737,False
1738136697146.3462,673,690,492,733,False
1738136697172.633,670,692,493,730,False
1738136697206.302,669,687,487,733,False
1738136697250.971,664,685,489,728,False
1738136697308.4219,658,683,488,728,False
1738136697346.365,659,683,487,731,False
1738136697379.3862,658,681,485,731,False
1738136697426.0093,655,678,486,728,False
1738136697470.7258,651,675,478,720,False
1738136697504.643,652,674,476,723,False
1738136697537.749,651,675,481,723,False
1738136697572.562,651,676,484,723,False
1738136697615.152,656,674,483,723,False
1738136697643.325,654,675,481,722,False
1738136697681.128,655,674,479,722,False
1738136697738.835,651,676,471,732,False
1738136697771.727,654,681,470,742,False
1738136697806.051,656,684,476,744,False
1738136697838.0107,658,687,477,749,False
1738136697874.245,653,690,469,754,False
1738136697908.095,657,690,463,754,False
1738136697942.0212,655,690,467,759,False
1738136697971.252,657,691,470,758,False
1738136698004.632,663,691,466,763,False
1738136698041.023,666,688,476,755,False
1738136698071.436,672,688,476,759,False
1738136698110.651,674,690,470,758,False
1738136698136.0159,674,691,477,770,False
1738136698169.97,674,692,483,771,False
1738136698203.5688,673,693,483,774,False
1738136698236.5369,674,690,482,774,False
1738136698273.8628,671,688,479,773,False
1738136698306.607,672,682,476,766,False
1738136700974.3682,621,667,456,726,False
1738136701004.395,631,659,453,728,False
1738136701035.236,630,658,453,726,False
1738136701072.23,632,658,461,720,False
1738136701103.9932,633,659,465,717,False
1738136701138.029,638,660,470,716,False
1738136701168.931,642,661,474,715,False
1738136701202.759,643,661,476,709,False
1738136701235.236,648,660,476,708,False
1738136701269.727,649,661,476,706,False
1738136701303.4502,651,663,479,703,False
1738136701334.913,654,668,479,702,False
1738136701370.1638,652,669,483,708,False
1738136701404.33,658,673,480,714,False
1738136701439.486,657,675,474,714,False
1738136701469.8933,659,675,477,716,False
1738136701505.124,674,676,492,710,False
1738136701539.0598,681,681,488,720,False
1738136701568.4211,684,685,499,715,False
1738136701606.0469,692,687,510,718,False
1738136701635.436,699,689,515,718,False
1738136701669.691,712,694,517,714,False
1738136701702.065,726,691,529,710,False
1738136701736.401,736,691,538,699,False
1738136701771.221,749,694,544,697,False
1738136701803.107,755,692,553,690,False
1738136701838.7358,762,694,562,692,False
1738136701867.558,769,694,565,693,False
1738136701900.4219,776,696,570,692,False
1738136701934.394,782,699,580,693,False
1738136701968.283,791,701,585,691,False
1738136702001.709,792,699,589,688,False
1738136702033.756,796,698,594,684,False
1738136702069.752,795,694,596,680,False
1738136702100.7458,796,695,594,677,False
1738136702134.099,794,689,595,673,False
1738136702167.015,792,688,594,671,False
1738136702200.4822,792,683,589,667,False
1738136702235.444,782,677,585,669,False
1738136702267.2388,774,676,585,665,False
1738136702301.737,775,673,581,665,False
1738136702334.795,769,674,575,667,False
1738136702367.1838,765,676,571,668,False
1738136702400.1438,766,676,570,670,False
1738136702434.206,758,681,565,673,False
1738136702469.3171,753,680,561,680,False
1738136702500.069,748,685,549,693,False
1738136702539.5278,751,685,542,695,False
1738136702568.5989,744,682,538,698,False
1738136702600.5603,734,684,535,707,False
1738136702634.3691,736,690,534,711,False
1738136702667.328,741,708,533,710,False
1738136702703.329,741,703,531,710,False
1738136702735.6858,732,700,530,711,False
1738136702771.4373,742,706,536,709,False
1738136702803.1052,738,702,535,710,False
1738136702834.275,739,689,536,711,False
1738136702867.5598,741,687,536,707,False
1738136702902.108,747,690,542,694,False
1738136702936.521,762,700,550,713,False
1738136702968.566,769,695,555,711,False
1738136703004.3408,770,698,558,709,False
1738136703036.175,776,701,565,718,False
1738136703068.274,773,699,569,705,False
1738136703100.9832,782,699,566,708,False
1738136703133.6821,783,694,563,701,False
1738136703169.439,781,692,572,699,False
1738136703200.5132,781,692,575,698,False
1738136703237.4102,779,695,575,698,False
1738136703323.3481,777,691,573,699,False
1738136703367.904,774,693,567,699,False
1738136703401.768,772,691,569,699,False
1738136703435.17,775,690,568,702,False
1738136703469.1711,776,693,567,698,False
1738136703502.213,785,690,574,712,False
1738136703534.399,778,702,568,715,False
1738136703568.3572,784,715,567,714,False
1738136703602.1572,780,710,566,717,False
1738136703635.18,771,690,564,720,False
1738136703670.182,775,691,569,718,False
1738136703702.453,767,690,564,694,False
1738136703735.902,765,681,564,676,False
1738136703768.757,769,686,565,692,False
1738136703801.365,768,693,558,689,False
1738136703833.717,765,683,555,683,False
1738136703870.637,762,672,557,689,False
1738136703902.1592,767,695,554,705,False
1738136703936.5051,766,697,554,699,False
1738136703968.558,767,689,562,708,False
1738136704001.848,762,684,560,708,False
1738136704033.675,765,693,562,715,False
1738136704066.481,770,692,559,712,False
1738136704102.1099,768,695,562,721,False
1738136704135.9307,768,691,564,714,False
1738136704170.052,768,692,560,722,False
1738136704201.4358,765,685,557,716,False
1738136704235.913,761,684,554,713,False
1738136704267.714,758,682,556,714,False
1738136704299.415,756,680,555,712,False
1738136704335.977,754,682,554,717,False
1738136704366.3528,753,685,555,721,False
1738136704402.8362,751,689,553,720,False
1738136704434.6729,746,693,549,722,False
1738136704467.299,742,697,545,724,False
1738136704500.698,737,700,543,724,False
1738136704537.0398,738,699,535,724,False
1738136704568.6772,738,701,532,710,False
1738136704601.5942,741,702,532,717,False
1738136704634.743,740,701,534,719,False
1738136704669.395,740,700,532,715,False
1738136704700.8682,744,696,535,718,False
1738136704737.578,745,697,545,724,False
1738136704768.7502,745,700,545,724,False
1738136704803.183,747,701,544,722,False
1738136704833.534,749,700,545,719,False
1738136704868.162,749,696,552,719,False
1738136704899.252,750,698,552,719,False
1738136704934.0212,749,690,552,716,False
1738136704968.0159,750,696,552,720,False
1738136704999.543,749,694,547,716,False
1738136705036.4868,747,694,544,719,False
1738136705068.0452,749,698,547,718,False
1738136705102.2668,753,698,551,721,False
1738136705133.9111,757,698,555,723,False
1738136705167.5598,758,698,558,718,False
1738136705203.9712,762,699,563,712,False
1738136705235.33,765,692,567,715,False
1738136705268.964,765,695,568,716,False
1738136705300.075,771,708,565,717,False
1738136705334.851,771,704,569,715,False
1738136705366.9062,776,702,572,715,False
1738136705401.407,776,703,576,712,False
1738136705434.0989,779,707,576,712,False
1738136705467.0151,786,709,580,716,False
1738136705500.203,784,712,574,713,False
1738136705532.3882,785,711,575,711,False
1738136705566.351,786,716,582,720,False
1738136705599.735,786,714,582,712,False
1738136705633.9043,786,718,577,718,False
1738136705666.84,780,710,577,709,False
1738136705700.621,778,709,579,703,False
1738136705736.9119,778,705,582,705,False
1738136705766.1528,783,716,583,715,False
1738136705800.477,786,712,578,717,False
1738136705831.908,784,714,582,716,False
1738136705867.9922,781,704,578,711,False
1738136705900.128,779,707,579,719,False
1738136705933.265,780,699,576,711,False
1738136705969.6372,779,700,573,713,False
1738136705999.6438,776,701,576,715,False
1738136706035.31,778,698,579,714,False
1738136706067.355,780,698,575,708,False
1738136706099.287,783,693,582,705,False
1738136706133.676,785,691,583,703,False
1738136706165.333,787,690,586,701,False
1738136706199.7112,788,688,584,696,False
1738136706235.148,791,687,589,700,False
1738136706267.466,790,690,592,700,False
1738136706300.252,789,688,591,698,False
1738136706333.3208,788,689,588,700,False
1738136706365.061,789,689,587,700,False
1738136706400.501,789,689,585,701,False
1738136706434.241,787,688,585,698,False
1738136706465.476,786,685,584,696,False
1738136706500.0698,784,684,584,692,False
1738136706535.145,783,685,581,694,False
1738136706568.427,781,684,584,695,False
1738136706599.523,778,681,579,694,False
1738136706632.6147,775,683,577,696,False
1738136706667.268,772,681,575,695,False
1738136706698.999,770,680,567,697,False
1738136706734.853,766,681,566,699,False
1738136706766.3591,767,681,565,705,False
1738136706799.8562,769,683,564,711,False
1738136706833.047,769,686,564,708,False
1738136706866.6619,770,687,570,713,False
1738136706901.578,772,688,568,718,False
1738136706933.7139,772,686,571,715,False
1738136706967.641,769,688,571,715,False
1738136706999.4612,768,686,571,715,False
1738136707032.3489,767,681,567,707,False
1738136707067.146,768,680,571,700,False
1738136707100.331,768,676,570,699,False
1738136707136.8,769,676,573,697,False
1738136707165.685,767,674,572,697,False
1738136707200.614,765,673,574,698,False
1738136707233.7651,766,674,571,700,False
1738136707268.2932,762,675,564,705,False
1738136707300.2297,762,678,562,704,False
1738136707333.369,761,678,566,706,False
1738136707368.0251,762,675,562,702,False
1738136707400.116,763,676,564,703,False
1738136707434.1602,764,673,564,703,False
1738136707470.748,766,676,568,704,False
1738136707500.149,767,674,566,700,False
1738136707533.514,774,675,570,701,False
1738136707565.5251,770,676,571,703,False
1738136707600.4102,769,674,566,704,False
1738136707631.905,769,678,563,705,False
1738136707667.87,769,679,556,711,False
1738136707699.0679,761,682,558,716,False
1738136707731.301,769,684,556,716,False
1738136707765.912,760,692,555,719,False
1738136707798.377,762,699,547,722,False
1738136707836.504,755,696,546,700,False
1738136707865.0059,760,702,541,725,False
1738136707899.6921,762,717,546,733,False
1738136707931.254,760,719,550,732,False
1738136707965.0627,758,711,540,718,False
1738136707998.432,758,707,543,725,False
1738136708031.7178,757,695,541,719,False
1738136708066.144,751,685,537,706,False
1738136708098.367,757,696,538,703,False
1738136708132.221,754,709,540,722,False
1738136708165.3372,752,707,538,719,False
1738136708199.338,753,711,533,725,False
1738136708232.5261,750,714,538,726,False
1738136708265.4478,753,713,536,721,False
1738136708299.23,751,715,536,724,False
1738136708331.315,749,713,526,727,False
1738136708366.16,749,716,531,729,False
1738136708398.129,744,723,529,731,False
1738136708431.9712,745,715,532,729,False
1738136708466.426,741,716,525,732,False
1738136708498.529,739,715,531,727,False
1738136708532.7092,749,717,530,727,False
1738136708564.8142,740,712,530,728,False
1738136708598.6921,747,710,532,707,False
1738136708631.864,752,710,538,723,False
1738136708664.9521,760,705,540,700,False
1738136708699.298,764,704,548,734,False
1738136708731.414,762,698,543,744,False
1738136708765.332,761,709,538,755,False
1738136708798.1018,754,714,535,746,False
1738136708833.183,750,707,538,749,False
1738136708864.5261,743,708,529,759,False
1738136708898.415,746,718,527,756,False
1738136708931.4321,746,710,523,749,False
1738136708971.2551,747,706,526,752,False
1738136709003.6921,748,699,533,749,False
1738136709031.987,749,701,540,748,False
1738136709066.268,756,702,542,746,False
1738136709098.1738,753,704,538,752,False
